method n p rho rep time mse
0 1000 50000 0.9 1 8.106 0.00863257718173129
1 1000 50000 0.9 1 71.949 0.0086325771817313
2 1000 50000 0.9 1 3.45400000000001 0.0104941935582571
3 1000 50000 0.9 1 4.56400000000001 0.010496615040172
0 1000 50000 0.9 2 8.229 0.00832732942800097
1 1000 50000 0.9 2 76.369 0.00832732942800092
2 1000 50000 0.9 2 2.76400000000001 0.0104941045775341
3 1000 50000 0.9 2 3.65700000000001 0.0104965387782004
0 1000 50000 0.9 3 7.75700000000001 0.00785559330791424
1 1000 50000 0.9 3 73.262 0.00785559330791419
2 1000 50000 0.9 3 1.21800000000002 0.0104941760737248
3 1000 50000 0.9 3 1.86599999999999 0.010496366672338
