method n p rho rep time mse
0 1e+05 1000 0.5 1 47.719 0.00568308826279342
1 1e+05 1000 0.5 1 157.116 0.00568308826279284
2 1e+05 1000 0.5 1 4.678 0.0671494149658636
3 1e+05 1000 0.5 1 7.92500000000001 0.0671629117600684
0 1e+05 1000 0.5 2 50.722 0.00554906697195913
1 1e+05 1000 0.5 2 148.147 0.00554906697195989
2 1e+05 1000 0.5 2 4.733 0.0672639739754434
3 1e+05 1000 0.5 2 8.471 0.0672772242958176
0 1e+05 1000 0.5 3 46.213 0.00570727954183449
1 1e+05 1000 0.5 3 156.373 0.00570727954183358
2 1e+05 1000 0.5 3 5.71600000000001 0.067231892314794
3 1e+05 1000 0.5 3 7.03399999999999 0.067245157934812
