method n p rho rep time mse
0 5000 5000 0 1 27.217 0.0197819505602799
1 5000 5000 0 1 143.889 0.0197414143981643
2 5000 5000 0 1 0.572999999999979 0.0330505576306235
3 5000 5000 0 1 0.941000000000003 0.0330513775562549
0 5000 5000 0 2 31.933 0.0195538518790355
1 5000 5000 0 2 151.195 0.0194474059996506
2 5000 5000 0 2 0.574000000000012 0.0330494164402249
3 5000 5000 0 2 0.965000000000032 0.033050242687471
0 5000 5000 0 3 27.313 0.0196626422960747
1 5000 5000 0 3 143.023 0.0195773731472368
2 5000 5000 0 3 0.510999999999967 0.0330515848968756
3 5000 5000 0 3 0.847999999999956 0.0330524003058147
