method n p rho rep time mse
0 1000 50000 0.1 1 13.956 0.00453302594280574
1 1000 50000 0.1 1 154.438 0.00453302594280579
2 1000 50000 0.1 1 7.63300000000001 0.0104356579700829
3 1000 50000 0.1 1 6.54400000000001 0.0104403700336253
0 1000 50000 0.1 2 14.095 0.00434910150437676
1 1000 50000 0.1 2 147.562 0.00434910150437674
2 1000 50000 0.1 2 5.81100000000004 0.0104364770757958
3 1000 50000 0.1 2 6.57299999999998 0.010438703799944
0 1000 50000 0.1 3 13.146 0.00416118587268938
1 1000 50000 0.1 3 147.492 0.00416118587268941
2 1000 50000 0.1 3 5.87799999999993 0.0104349293159135
3 1000 50000 0.1 3 7.21000000000004 0.0104370004378924
