method n p rho rep time mse
0 1000 1000 0.95 1 5.38 0.0683199137238187
1 1000 1000 0.95 1 5.356 0.0683199137238225
2 1000 1000 0.95 1 0.0830000000000002 0.0896876862261419
3 1000 1000 0.95 1 0.097999999999999 0.0719067029879472
0 1000 1000 0.95 2 5.867 0.0682976185740807
1 1000 1000 0.95 2 6.318 0.0682976185740807
2 1000 1000 0.95 2 0.103999999999999 0.0731275126964849
3 1000 1000 0.95 2 0.129000000000001 0.0721323921494572
0 1000 1000 0.95 3 8.077 0.0684370392411003
1 1000 1000 0.95 3 8.317 0.0684370392410962
2 1000 1000 0.95 3 0.0989999999999966 0.0725415893389433
3 1000 1000 0.95 3 0.126999999999995 0.0719621873097057
