method n p rho rep time mse
0 1000 1000 0.1 1 4.684 0.056378424120278
1 1000 1000 0.1 1 6.039 0.0564308900190585
2 1000 1000 0.1 1 0.0619999999999976 0.0742018503280887
3 1000 1000 0.1 1 0.103999999999999 0.074201930209793
0 1000 1000 0.1 2 5.503 0.0540198569295116
1 1000 1000 0.1 2 7.129 0.0539068539228715
2 1000 1000 0.1 2 0.0570000000000022 0.0742035732224365
3 1000 1000 0.1 2 0.100000000000001 0.0742036522180625
0 1000 1000 0.1 3 5.6 0.054876203999189
1 1000 1000 0.1 3 6.659 0.0548458069556147
2 1000 1000 0.1 3 0.0559999999999974 0.0742017433055089
3 1000 1000 0.1 3 0.0980000000000061 0.0742018240080206
