method n p rho rep time mse
0 1000 5000 0.9 1 1.652 0.0279221042387976
1 1000 5000 0.9 1 6.09 0.0279221042387975
2 1000 5000 0.9 1 0.446000000000002 0.0334340314499957
3 1000 5000 0.9 1 0.554 0.0328404130592583
0 1000 5000 0.9 2 1.549 0.02813110411966
1 1000 5000 0.9 2 5.655 0.02813110411966
2 1000 5000 0.9 2 0.417999999999999 0.0337110528166765
3 1000 5000 0.9 2 0.512999999999998 0.0328465467203415
0 1000 5000 0.9 3 1.64 0.0276737863019078
1 1000 5000 0.9 3 6.739 0.0276737863019078
2 1000 5000 0.9 3 0.451999999999998 0.0330929570760529
3 1000 5000 0.9 3 0.536000000000001 0.0328546143761052
