method n p rho rep time mse
0 100 1000 0 1 0.0289999999999999 0.0622016059266667
1 100 1000 0 1 0.0409999999999999 0.0622016059266664
2 100 1000 0 1 0.00200000000000022 0.0742665525447174
3 100 1000 0 1 0.004 0.0742665601907234
0 100 1000 0 2 0.0229999999999997 0.0565908370403705
1 100 1000 0 2 0.0390000000000001 0.0565908370403702
2 100 1000 0 2 0.00199999999999978 0.0742640431466562
3 100 1000 0 2 0.00300000000000011 0.0742640533551594
0 100 1000 0 3 0.0260000000000002 0.0656381289879864
1 100 1000 0 3 0.0489999999999999 0.0656381289879861
2 100 1000 0 3 0.00200000000000022 0.0742671795092269
3 100 1000 0 3 0.00300000000000011 0.0742671866361868
