method n p rho rep time mse
0 100 50000 0.1 1 1.548 0.0109138022895963
1 100 50000 0.1 1 3.811 0.0109138022895963
2 100 50000 0.1 1 0.100000000000001 0.0105029597394004
3 100 50000 0.1 1 0.176 0.0105030095835618
0 100 50000 0.1 2 1.074 0.00992057167358138
1 100 50000 0.1 2 3 0.00992057167358154
2 100 50000 0.1 2 0.109999999999999 0.0105028765869501
3 100 50000 0.1 2 0.178000000000001 0.0105029317268952
0 100 50000 0.1 3 1.083 0.00971679764552419
1 100 50000 0.1 3 3.298 0.00971679764552415
2 100 50000 0.1 3 0.0970000000000013 0.0105025463465078
3 100 50000 0.1 3 0.166999999999998 0.0105026188253647
