method n p rho rep time mse
0 5000 100 0.2 1 0.298 0.0274465014804688
1 5000 100 0.2 1 0.0719999999999992 0.0274465014804685
2 5000 100 0.2 1 0.0880000000000001 0.0952379966727882
3 5000 100 0.2 1 0.143000000000001 0.0654506506671551
0 5000 100 0.2 2 0.293 0.0278754980178783
1 5000 100 0.2 2 0.0700000000000003 0.027875498017878
2 5000 100 0.2 2 0.0889999999999995 0.091386676861894
3 5000 100 0.2 2 0.141 0.0629436815935059
0 5000 100 0.2 3 0.304 0.0285906215189112
1 5000 100 0.2 3 0.0709999999999997 0.0285906215189109
2 5000 100 0.2 3 0.0889999999999995 0.108359647256855
3 5000 100 0.2 3 0.141999999999999 0.0741543961483756
