method n p rho rep time mse
0 100 5000 0 1 0.402 0.0312936734033928
1 100 5000 0 1 0.684 0.0312936734033926
2 100 5000 0 1 0.417999999999999 0.0329964207540007
3 100 5000 0 1 0.423999999999999 0.0329888425922145
0 100 5000 0 2 0.270999999999999 0.0333743801513612
1 100 5000 0 2 0.635999999999999 0.0333743801513613
2 100 5000 0 2 0.462 0.0329942960614765
3 100 5000 0 2 0.430999999999999 0.0329862769993042
0 100 5000 0 3 0.279 0.0298525447469072
1 100 5000 0 3 0.728 0.0298525447469076
2 100 5000 0 3 0.421999999999999 0.0330009230997116
3 100 5000 0 3 0.335000000000001 0.0330005529188855
