method n p rho rep time mse
0 100 20000 0 1 2.029 0.0162989550475434
1 100 20000 0 1 4.054 0.0162989550475434
2 100 20000 0 1 1.54 0.0165790413816721
3 100 20000 0 1 1.629 0.0165781569093106
0 100 20000 0 2 1.511 0.0165220646667181
1 100 20000 0 2 4.868 0.0165220646667181
2 100 20000 0 2 1.767 0.0165793302064869
3 100 20000 0 2 1.66 0.0165803601827103
0 100 20000 0 3 2.786 0.0160119291892662
1 100 20000 0 3 7.68000000000001 0.0160119291892662
2 100 20000 0 3 1.817 0.0165790816657314
3 100 20000 0 3 1.6 0.0165806798677404
