method n p rho rep time mse
0 1000 20000 0 1 6.51 0.00689056069515697
1 1000 20000 0 1 45.756 0.00689056069515698
2 1000 20000 0 1 1.643 0.0163351850401119
3 1000 20000 0 1 1.992 0.0163364029223699
0 1000 20000 0 2 4.441 0.00662879581766368
1 1000 20000 0 2 41.513 0.00662879581766361
2 1000 20000 0 2 1.648 0.0163339386802473
3 1000 20000 0 2 2.048 0.0163329960888587
0 1000 20000 0 3 3.72500000000001 0.00686484177176332
1 1000 20000 0 3 43.084 0.00686484177176332
2 1000 20000 0 3 1.63499999999999 0.0163364321177506
3 1000 20000 0 3 2.01399999999998 0.0163393177102881
