method n p rho rep time mse
0 10000 5000 0.1 1 36.449 0.0137187114618725
1 10000 5000 0.1 1 256.007 0.0137565303751372
2 10000 5000 0.1 1 1.06799999999998 0.0328928057154
3 10000 5000 0.1 1 1.75600000000003 0.0328945735918464
0 10000 5000 0.1 2 28.909 0.0140212221232669
1 10000 5000 0.1 2 249.585 0.0140647018844146
2 10000 5000 0.1 2 1.04999999999995 0.0328875619810299
3 10000 5000 0.1 2 1.73800000000006 0.0328893617906014
0 10000 5000 0.1 3 29.722 0.01415831243697
1 10000 5000 0.1 3 250.488 0.0142126285257153
2 10000 5000 0.1 3 1.05499999999995 0.0328876187397411
3 10000 5000 0.1 3 1.78699999999992 0.0328894222927055
