method n p rho rep time mse
0 10000 5000 0.2 1 37.317 0.0141852304756974
1 10000 5000 0.2 1 255.054 0.0141413008253316
2 10000 5000 0.2 1 1.09299999999996 0.0328867458452458
3 10000 5000 0.2 1 1.76900000000001 0.032888766203871
0 10000 5000 0.2 2 30.005 0.0139641030015895
1 10000 5000 0.2 2 248.063 0.0138750748165177
2 10000 5000 0.2 2 1.05399999999997 0.0328890992748908
3 10000 5000 0.2 2 1.75900000000001 0.0328911069349648
0 10000 5000 0.2 3 30.63 0.0142162222747589
1 10000 5000 0.2 3 243.212 0.0142572915677716
2 10000 5000 0.2 3 1.06799999999998 0.0328851924048168
3 10000 5000 0.2 3 1.798 0.0328872291601482
