method n p rho rep time mse
0 10000 100 0.1 1 0.288 0.0250969102919027
1 10000 100 0.1 1 0.0800000000000001 0.0250969102919025
2 10000 100 0.1 1 0.101 0.232450101424245
3 10000 100 0.1 1 0.168 0.232450374232006
0 10000 100 0.1 2 0.309 0.023762227174655
1 10000 100 0.1 2 0.0790000000000006 0.023762227174655
2 10000 100 0.1 2 0.0900000000000007 0.232508863049674
3 10000 100 0.1 2 0.165999999999999 0.232509128653252
0 10000 100 0.1 3 0.301 0.0256539164586726
1 10000 100 0.1 3 0.0800000000000001 0.0256539164586725
2 10000 100 0.1 3 0.0910000000000002 0.232503495630195
3 10000 100 0.1 3 0.177 0.2325037613074
