method n p rho rep time mse
0 1000 100 0.5 1 0.199 0.0448952574271491
1 1000 100 0.5 1 0.0409999999999995 0.0448952574271492
2 1000 100 0.5 1 0.0350000000000001 0.117190612210146
3 1000 100 0.5 1 0.0510000000000002 0.0576893494514829
0 1000 100 0.5 2 0.210999999999999 0.0457435132630252
1 1000 100 0.5 2 0.04 0.0457434085731017
2 1000 100 0.5 2 0.0359999999999996 0.121209718136218
3 1000 100 0.5 2 0.0430000000000001 0.0674549245412459
0 1000 100 0.5 3 0.148000000000001 0.0498635074929934
1 1000 100 0.5 3 0.0350000000000001 0.0498651956165655
2 1000 100 0.5 3 0.0279999999999996 0.11028172069718
3 1000 100 0.5 3 0.0430000000000001 0.0702396902010242
