method n p rho rep time mse
0 100 20000 0.5 1 1.02 0.0164397449415241
1 100 20000 0.5 1 3.328 0.016439744941524
2 100 20000 0.5 1 0.0730000000000004 0.0166068970766924
3 100 20000 0.5 1 0.120000000000001 0.0166069454095961
0 100 20000 0.5 2 0.800000000000001 0.0167136270477426
1 100 20000 0.5 2 3.236 0.0167136270477426
2 100 20000 0.5 2 0.0739999999999998 0.0166065766512785
3 100 20000 0.5 2 0.132000000000001 0.0166066382442333
0 100 20000 0.5 3 0.983000000000001 0.017059080814099
1 100 20000 0.5 3 3.246 0.017059080814099
2 100 20000 0.5 3 0.0570000000000022 0.0166071648481993
3 100 20000 0.5 3 0.0990000000000002 0.016607202117414
