method n p rho rep time mse
0 1000 100 0.9 1 0.338 0.0616169174060466
1 1000 100 0.9 1 0.0380000000000003 0.0580523026303715
2 1000 100 0.9 1 0.0209999999999999 8.46307766127379
3 1000 100 0.9 1 0.032 0.133654197664116
0 1000 100 0.9 2 0.375999999999999 0.0673418568985009
1 1000 100 0.9 2 0.0369999999999999 0.0673418568985018
2 1000 100 0.9 2 0.0219999999999994 14.9201301021676
3 1000 100 0.9 2 0.0299999999999994 0.136690389182414
0 1000 100 0.9 3 0.334000000000001 0.0577894089695937
1 1000 100 0.9 3 0.0380000000000003 0.0577894089695937
2 1000 100 0.9 3 0.0219999999999994 3.20603356166952
3 1000 100 0.9 3 0.0330000000000004 0.131700225878559
