method n p rho rep time mse
0 10000 1000 0.9 1 10.301 0.0158543916552978
1 10000 1000 0.9 1 12.718 0.0158486657487723
2 10000 1000 0.9 1 0.336000000000002 0.0735546487103429
3 10000 1000 0.9 1 0.572999999999997 0.073561420203725
0 10000 1000 0.9 2 10.893 0.0156325387755114
1 10000 1000 0.9 2 12.468 0.0156073611926359
2 10000 1000 0.9 2 0.329999999999998 0.0735423975760895
3 10000 1000 0.9 2 0.600999999999999 0.0735491652500931
0 10000 1000 0.9 3 13.148 0.0153906885491162
1 10000 1000 0.9 3 13.517 0.0154443396798547
2 10000 1000 0.9 3 0.329000000000008 0.0735445578689302
3 10000 1000 0.9 3 0.600999999999999 0.0735518501927509
