method n p rho rep time mse
0 1000 5000 0.5 1 1.909 0.0137417881688002
1 1000 5000 0.5 1 11.704 0.0137417881688003
2 1000 5000 0.5 1 0.161000000000001 0.0331832317742298
3 1000 5000 0.5 1 0.252000000000002 0.0331835454649476
0 1000 5000 0.5 2 2.056 0.0142281659037056
1 1000 5000 0.5 2 13.299 0.0142281659037056
2 1000 5000 0.5 2 0.172000000000004 0.0331833156401721
3 1000 5000 0.5 2 0.292999999999999 0.0331836408433611
0 1000 5000 0.5 3 2.589 0.0138026894358322
1 1000 5000 0.5 3 11.729 0.013802689435832
2 1000 5000 0.5 3 0.156000000000006 0.0331821411967472
3 1000 5000 0.5 3 0.256999999999998 0.0331824603819694
