method n p rho rep time mse
0 1000 20000 0.5 1 8.43 0.00647233463303862
1 1000 20000 0.5 1 74.999 0.00647233463303858
2 1000 20000 0.5 1 1 0.0165917513504411
3 1000 20000 0.5 1 1.557 0.0165923652938123
0 1000 20000 0.5 2 7.11 0.0068466728866031
1 1000 20000 0.5 2 67.346 0.00684667288660316
2 1000 20000 0.5 2 1.572 0.0165901975498313
3 1000 20000 0.5 2 2.32300000000001 0.01659087009458
0 1000 20000 0.5 3 7.16500000000002 0.00658442819978343
1 1000 20000 0.5 3 70.534 0.00658442819978344
2 1000 20000 0.5 3 1.05099999999999 0.0165907439823
3 1000 20000 0.5 3 1.75899999999996 0.0165913852252538
