method n p rho rep time mse
0 100 1000 0.5 1 0.0619999999999998 0.0638057117821312
1 100 1000 0.5 1 0.117 0.0638057117821307
2 100 1000 0.5 1 0.036 0.0736088291868645
3 100 1000 0.5 1 0.0370000000000004 0.0729366807126326
0 100 1000 0.5 2 0.0609999999999999 0.0652487656283552
1 100 1000 0.5 2 0.134 0.0652487656283562
2 100 1000 0.5 2 0.0350000000000001 0.0727113866649551
3 100 1000 0.5 2 0.0379999999999994 0.0729641837596906
0 100 1000 0.5 3 0.0620000000000003 0.0682261846388115
1 100 1000 0.5 3 0.149000000000001 0.0682261846388095
2 100 1000 0.5 3 0.0350000000000001 0.0732710760976247
3 100 1000 0.5 3 0.0380000000000003 0.0729372276132744
