method n p rho rep time mse
0 1000 50000 0 1 20.146 0.0039895605837408
1 1000 50000 0 1 198.768 0.00398956058374081
2 1000 50000 0 1 3.97800000000001 0.0104936048365605
3 1000 50000 0 1 5.417 0.0104940813061202
0 1000 50000 0 2 15.375 0.00439227161491171
1 1000 50000 0 2 145.802 0.00439227161491174
2 1000 50000 0 2 3.71699999999998 0.0104935199309593
3 1000 50000 0 2 5.49299999999999 0.0104940003953001
0 1000 50000 0 3 13.316 0.00410867858875763
1 1000 50000 0 3 161.01 0.00410867858875755
2 1000 50000 0 3 2.70299999999997 0.0104942002610852
3 1000 50000 0 3 4.12900000000002 0.0104946493160073
