method n p rho rep time mse
0 100 50000 0.5 1 5.017 0.0100841088155432
1 100 50000 0.5 1 13.65 0.0100841088155431
2 100 50000 0.5 1 4.201 0.0104992846336732
3 100 50000 0.5 1 3.085 0.0105002350916848
0 100 50000 0.5 2 5.437 0.00933780210697101
1 100 50000 0.5 2 14.079 0.00933780210697099
2 100 50000 0.5 2 4.425 0.0104982449284136
3 100 50000 0.5 2 4.77900000000001 0.0104993884709772
0 100 50000 0.5 3 5.937 0.00959147023210071
1 100 50000 0.5 3 11.139 0.00959147023210062
2 100 50000 0.5 3 4.979 0.01049891294732
3 100 50000 0.5 3 4.79899999999999 0.0104999106780783
