method n p rho rep time mse
0 100 50000 0.9 1 1.319 0.0105299004867557
1 100 50000 0.9 1 6.853 0.0105299004867557
2 100 50000 0.9 1 0.135 0.0105028532557292
3 100 50000 0.9 1 0.195 0.0105031457877462
0 100 50000 0.9 2 1.079 0.0109861351355607
1 100 50000 0.9 2 6.22 0.0109861351355607
2 100 50000 0.9 2 0.147000000000002 0.0105030344931976
3 100 50000 0.9 2 0.206 0.0105032171511562
0 100 50000 0.9 3 1.273 0.0105514595534334
1 100 50000 0.9 3 7.377 0.0105514595534334
2 100 50000 0.9 3 0.134 0.010503200142983
3 100 50000 0.9 3 0.186 0.0105033600087381
