method n p rho rep time mse
0 5000 100 0.95 1 1.013 0.0647398855865984
1 5000 100 0.95 1 0.0500000000000007 0.0647398855866036
2 5000 100 0.95 1 0.0609999999999999 14.4184343375749
3 5000 100 0.95 1 0.093 0.0523625596557747
0 5000 100 0.95 2 1.036 0.066038012355872
1 5000 100 0.95 2 0.0509999999999993 0.0660380123558734
2 5000 100 0.95 2 0.0599999999999996 39.4672938046354
3 5000 100 0.95 2 0.0960000000000001 0.0570384051356875
0 5000 100 0.95 3 0.934 0.078418839367989
1 5000 100 0.95 3 0.0490000000000004 0.0784188393679941
2 5000 100 0.95 3 0.0599999999999996 11.9684662249713
3 5000 100 0.95 3 0.0960000000000001 0.0578881042330338
