method n p rho rep time mse
0 5000 1000 0.2 1 2.048 0.0198936127356882
1 5000 1000 0.2 1 4.822 0.0198936115945473
2 5000 1000 0.2 1 0.138999999999999 0.0738900617096915
3 5000 1000 0.2 1 0.244 0.073890539099464
0 5000 1000 0.2 2 2.031 0.0188998632343858
1 5000 1000 0.2 2 4.815 0.0189485412341742
2 5000 1000 0.2 2 0.141000000000002 0.0739132932474316
3 5000 1000 0.2 2 0.242000000000001 0.0739137456029696
0 5000 1000 0.2 3 2.184 0.0189611258988838
1 5000 1000 0.2 3 4.888 0.0189612104648265
2 5000 1000 0.2 3 0.138000000000002 0.0738999806741652
3 5000 1000 0.2 3 0.245000000000001 0.0739004457297966
