method n p rho rep time mse
0 1e+05 100 0.9 1 14.895 0.0533609304632291
1 1e+05 100 0.9 1 1.161 0.0533609304632037
2 1e+05 100 0.9 1 0.972999999999999 0.212505913226764
3 1e+05 100 0.9 1 1.697 0.212527193260278
0 1e+05 100 0.9 2 14.381 0.0527956430902601
1 1e+05 100 0.9 2 1.14700000000001 0.0527956430902726
2 1e+05 100 0.9 2 0.963999999999999 0.212491907116971
3 1e+05 100 0.9 2 1.68 0.21251294606495
0 1e+05 100 0.9 3 16.852 0.0522583066509642
1 1e+05 100 0.9 3 1.34800000000001 0.0522583066509472
2 1e+05 100 0.9 3 1.059 0.212596785489086
3 1e+05 100 0.9 3 1.71499999999999 0.21261776391343
