method n p rho rep time mse
0 1e+06 100 0.2 1 117.613 0.0276283151682802
1 1e+06 100 0.2 1 23.022 0.0276283151682809
2 1e+06 100 0.2 1 14.696 0.00941964027494733
3 1e+06 100 0.2 1 24.603 0.00936903225196072
0 1e+06 100 0.2 2 115.563 0.0285880260997932
1 1e+06 100 0.2 2 25.818 0.0285880260997941
2 1e+06 100 0.2 2 14.025 0.0099137801503287
3 1e+06 100 0.2 2 22.945 0.00985159770955671
0 1e+06 100 0.2 3 102.466 0.0275183149495884
1 1e+06 100 0.2 3 24.896 0.0275183149495916
2 1e+06 100 0.2 3 13.976 0.00960399049357076
3 1e+06 100 0.2 3 22.687 0.0095481946994403
