method n p rho rep time mse
0 100 100 0.95 1 0.146 0.219524516075365
1 100 100 0.95 1 0.089 0.219551978811027
2 100 100 0.95 1 0.00100000000000033 0.234826557398615
3 100 100 0.95 1 0.00200000000000022 0.234826754343899
0 100 100 0.95 2 0.197 0.220805539976634
1 100 100 0.95 2 0.128 0.220805539976634
2 100 100 0.95 2 0.00099999999999989 0.234832958887441
3 100 100 0.95 2 0.00200000000000022 0.234833042659107
0 100 100 0.95 3 0.202 0.225463193613898
1 100 100 0.95 3 0.127 0.225463193613898
2 100 100 0.95 3 0 0.234845716503061
3 100 100 0.95 3 0.00199999999999978 0.234845800466565
