method n p rho rep time mse
0 1000 50000 0.95 1 42.748 0.00971492292633748
1 1000 50000 0.95 1 71.502 0.00971492292633748
2 1000 50000 0.95 1 5.31399999999999 0.0106063705488651
3 1000 50000 0.95 1 7.02099999999999 0.0104973183815187
0 1000 50000 0.95 2 53.527 0.00974918603261356
1 1000 50000 0.95 2 64.554 0.00974918603261356
2 1000 50000 0.95 2 4.81100000000004 0.0105569807982177
3 1000 50000 0.95 2 7.63300000000004 0.0104978378750366
0 1000 50000 0.95 3 57.315 0.00968940197535887
1 1000 50000 0.95 3 65.667 0.00968940197535887
2 1000 50000 0.95 3 4.94199999999995 0.0105162361829207
3 1000 50000 0.95 3 7.02299999999997 0.0104979164984059
