method n p rho rep time mse
0 100 100 0 1 0.069 0.201529457653966
1 100 100 0 1 0.0349999999999997 0.201529457653967
2 100 100 0 1 0.00499999999999989 0.190884809165287
3 100 100 0 1 0.00499999999999989 0.176134400962729
0 100 100 0 2 0.0389999999999997 0.173696733424414
1 100 100 0 2 0.0230000000000001 0.17367868020917
2 100 100 0 2 0.004 0.18364095335791
3 100 100 0 2 0.00499999999999989 0.172323568122172
0 100 100 0 3 0.056 0.202628479918556
1 100 100 0 3 0.0350000000000001 0.202628479918556
2 100 100 0 3 0.004 0.187052032282088
3 100 100 0 3 0.00499999999999989 0.175751694707475
