method n p rho rep time mse
0 1000 5000 0.1 1 0.94 0.0135999108302915
1 1000 5000 0.1 1 6.856 0.0135999108302915
2 1000 5000 0.1 1 0.0830000000000002 0.0331827289237784
3 1000 5000 0.1 1 0.142000000000001 0.0331829138346259
0 1000 5000 0.1 2 0.936 0.0136917870284161
1 1000 5000 0.1 2 6.805 0.013691787028416
2 1000 5000 0.1 2 0.0839999999999996 0.0331855671370868
3 1000 5000 0.1 2 0.137 0.0331857364066593
0 1000 5000 0.1 3 0.966000000000001 0.0140932981671985
1 1000 5000 0.1 3 6.833 0.0140932981671985
2 1000 5000 0.1 3 0.0890000000000022 0.0331842574505227
3 1000 5000 0.1 3 0.149000000000001 0.0331844329208232
