method n p rho rep time mse
0 5000 5000 0.5 1 29.284 0.0199650755373858
1 5000 5000 0.5 1 134.706 0.0199641244368486
2 5000 5000 0.5 1 1.13300000000001 0.0282876084856248
3 5000 5000 0.5 1 1.512 0.0268913244185044
0 5000 5000 0.5 2 28.443 0.0199399939250833
1 5000 5000 0.5 2 120.839 0.0198277961259434
2 5000 5000 0.5 2 1.15499999999997 0.0282082777376761
3 5000 5000 0.5 2 1.45799999999997 0.0269223595309532
0 5000 5000 0.5 3 28.333 0.0195628851368809
1 5000 5000 0.5 3 127.717 0.0195123381385316
2 5000 5000 0.5 3 1.161 0.0280119409967541
3 5000 5000 0.5 3 1.49899999999997 0.0269548631189153
