method n p rho rep time mse
0 10000 1000 0.2 1 8.17 0.0125823274476312
1 10000 1000 0.2 1 26.125 0.0125823274476312
2 10000 1000 0.2 1 0.673000000000002 0.0735289141322886
3 10000 1000 0.2 1 1.118 0.0735298419929883
0 10000 1000 0.2 2 8.322 0.0132208430908745
1 10000 1000 0.2 2 24.529 0.0132208430908745
2 10000 1000 0.2 2 0.832999999999998 0.0735262960574837
3 10000 1000 0.2 2 1.20699999999999 0.0735272247451927
0 10000 1000 0.2 3 8.95399999999999 0.0130704733164734
1 10000 1000 0.2 3 23.004 0.0130704733164734
2 10000 1000 0.2 3 0.844999999999999 0.0735413509365632
3 10000 1000 0.2 3 1.28100000000001 0.0735422584878704
