method n p rho rep time mse
0 5000 1000 0.9 1 11.908 0.0238255578334219
1 5000 1000 0.9 1 10.658 0.0237479865454001
2 5000 1000 0.9 1 0.555 2.93463929842904
3 5000 1000 0.9 1 0.745999999999999 0.0554380975495701
0 5000 1000 0.9 2 13.725 0.0233813593768928
1 5000 1000 0.9 2 10.544 0.02345634958331
2 5000 1000 0.9 2 0.524999999999999 3.77975921144623
3 5000 1000 0.9 2 0.714999999999996 0.0555533253049513
0 5000 1000 0.9 3 12.115 0.0236433963893293
1 5000 1000 0.9 3 10.375 0.023649217811299
2 5000 1000 0.9 3 0.524000000000001 4.55358190628536
3 5000 1000 0.9 3 0.711999999999989 0.055577151242567
