method n p rho rep time mse
0 5000 100 0.9 1 0.591 0.0521708530673941
1 5000 100 0.9 1 0.0459999999999998 0.0502995157766812
2 5000 100 0.9 1 0.0599999999999996 1.14730659950779
3 5000 100 0.9 1 0.0919999999999996 0.0341727017657385
0 5000 100 0.9 2 0.597 0.0520046678990941
1 5000 100 0.9 2 0.0460000000000003 0.052004667899088
2 5000 100 0.9 2 0.0590000000000002 1.03756461620818
3 5000 100 0.9 2 0.0920000000000005 0.0325428246348837
0 5000 100 0.9 3 0.535 0.0521953382577669
1 5000 100 0.9 3 0.0449999999999999 0.0504012296395496
2 5000 100 0.9 3 0.0579999999999998 1.42497551465898
3 5000 100 0.9 3 0.0910000000000002 0.0356148418531582
