method n p rho rep time mse
0 1000 5000 0 1 1.753 0.0133548295780045
1 1000 5000 0 1 12.026 0.0133548295780045
2 1000 5000 0 1 0.148 0.0331798667450946
3 1000 5000 0 1 0.254000000000001 0.0331800478265933
0 1000 5000 0 2 1.836 0.0146244934142027
1 1000 5000 0 2 12.897 0.0146244934142029
2 1000 5000 0 2 0.143000000000001 0.0331828528329107
3 1000 5000 0 2 0.252000000000002 0.0331830194701501
0 1000 5000 0 3 1.76600000000001 0.0132336790057192
1 1000 5000 0 3 11.989 0.0132336790057191
2 1000 5000 0 3 0.148999999999994 0.0331821529810926
3 1000 5000 0 3 0.238 0.0331823222666877
