method n p rho rep time mse
0 1e+05 1000 0.9 1 176.767 0.0106253561648587
1 1e+05 1000 0.9 1 238.501 0.0106253561648613
2 1e+05 1000 0.9 1 9.11200000000002 7.98090639398221
3 1e+05 1000 0.9 1 13.069 0.00996821371860257
0 1e+05 1000 0.9 2 195.632 0.0106612312190995
1 1e+05 1000 0.9 2 194.967 0.0106612312191011
2 1e+05 1000 0.9 2 9.56100000000004 38.0932288292693
3 1e+05 1000 0.9 2 13.688 0.0104081889510492
0 1e+05 1000 0.9 3 130.584 0.0106083597540788
1 1e+05 1000 0.9 3 122.741 0.0106083597540805
2 1e+05 1000 0.9 3 6.7059999999999 7.38828461807331
3 1e+05 1000 0.9 3 9.45900000000006 0.0100047204666264
