method n p rho rep time mse
0 5000 5000 0.9 1 60.156 0.0216495271660742
1 5000 5000 0.9 1 164.809 0.0216093991086388
2 5000 5000 0.9 1 0.648999999999972 0.0330588970188278
3 5000 5000 0.9 1 1.03399999999999 0.0330657459554162
0 5000 5000 0.9 2 56.267 0.021333439072181
1 5000 5000 0.9 2 169.031 0.0215829567066442
2 5000 5000 0.9 2 0.56800000000004 0.0330480533695812
3 5000 5000 0.9 2 1 0.0330554124715298
0 5000 5000 0.9 3 46.142 0.0220295510952426
1 5000 5000 0.9 3 157.64 0.0220948191869653
2 5000 5000 0.9 3 0.544999999999959 0.0330474505492872
3 5000 5000 0.9 3 0.875999999999976 0.0330551575130704
