method n p rho rep time mse
0 5000 5000 0.95 1 73.733 0.0240763938951887
1 5000 5000 0.95 1 162.185 0.024076393895191
2 5000 5000 0.95 1 0.555000000000007 0.0330496522384894
3 5000 5000 0.95 1 0.96599999999998 0.0330628886057663
0 5000 5000 0.95 2 70.35 0.0243917003329523
1 5000 5000 0.95 2 165.353 0.0243917003329491
2 5000 5000 0.95 2 0.560999999999979 0.0330440197125335
3 5000 5000 0.95 2 0.942000000000007 0.033058664101102
0 5000 5000 0.95 3 57.228 0.0235156146152851
1 5000 5000 0.95 3 142.301 0.023515614615281
2 5000 5000 0.95 3 0.486999999999966 0.0330488935074601
3 5000 5000 0.95 3 0.811000000000035 0.0330621780249608
