method n p rho rep time mse
0 5000 100 0 1 0.276 0.0248161856502935
1 5000 100 0 1 0.0700000000000003 0.0248161856502934
2 5000 100 0 1 0.0960000000000001 0.0870635574736541
3 5000 100 0 1 0.141 0.0595491908478017
0 5000 100 0 2 0.253 0.028990007177276
1 5000 100 0 2 0.0700000000000003 0.0289900071772762
2 5000 100 0 2 0.0890000000000004 0.0927132741653649
3 5000 100 0 2 0.148 0.0648150710050977
0 5000 100 0 3 0.258 0.0257575417922291
1 5000 100 0 3 0.0700000000000003 0.025757541792229
2 5000 100 0 3 0.0940000000000003 0.102745916905801
3 5000 100 0 3 0.138 0.0752001620257268
