method n p rho rep time mse
0 1000 100 0.2 1 0.13 0.0399578179430105
1 1000 100 0.2 1 0.0350000000000001 0.0399578179430104
2 1000 100 0.2 1 0.0300000000000002 0.102881769454097
3 1000 100 0.2 1 0.0449999999999999 0.0624097432209248
0 1000 100 0.2 2 0.125 0.0416863864623789
1 1000 100 0.2 2 0.0360000000000005 0.041686386462379
2 1000 100 0.2 2 0.0309999999999997 0.113567214893486
3 1000 100 0.2 2 0.0449999999999999 0.0670005723570943
0 1000 100 0.2 3 0.121 0.0413807237203519
1 1000 100 0.2 3 0.0369999999999999 0.041380723720352
2 1000 100 0.2 3 0.0299999999999994 0.114382940106943
3 1000 100 0.2 3 0.0449999999999999 0.0635353782350283
