method n p rho rep time mse
0 1e+05 100 0.1 1 4.396 0.0259255626452827
1 1e+05 100 0.1 1 1.243 0.0259255626452827
2 1e+05 100 0.1 1 1.357 0.212444667463421
3 1e+05 100 0.1 1 2.444 0.212447072960268
0 1e+05 100 0.1 2 4.419 0.0262136741673097
1 1e+05 100 0.1 2 1.279 0.0262136741673093
2 1e+05 100 0.1 2 1.447 0.212432697873715
3 1e+05 100 0.1 2 2.321 0.212435105941332
0 1e+05 100 0.1 3 4.242 0.0263555309855454
1 1e+05 100 0.1 3 1.277 0.0263555309855453
2 1e+05 100 0.1 3 1.692 0.212413173952078
3 1e+05 100 0.1 3 2.363 0.212415582481427
