method n p rho rep time mse
0 5000 20000 0.9 1 41.485 0.013125040125759
1 5000 20000 0.9 1 106.016 0.013125040125759
2 5000 20000 0.9 1 6.547 0.0304354830878231
3 5000 20000 0.9 1 8.107 0.016359617591912
0 5000 20000 0.9 2 32.943 0.0130932090080214
1 5000 20000 0.9 2 69.468 0.0130932090080214
2 5000 20000 0.9 2 6.46100000000001 0.0266533060981917
3 5000 20000 0.9 2 11.028 0.0163556707099183
0 5000 20000 0.9 3 35.676 0.0132387543065431
1 5000 20000 0.9 3 66.85 0.0132387543065431
2 5000 20000 0.9 3 6.471 0.0229338768091964
3 5000 20000 0.9 3 8.07600000000002 0.0163622971534421
