method n p rho rep time mse
0 5000 1000 0 1 2.472 0.0187359014843118
1 5000 1000 0 1 6.999 0.0187359014843118
2 5000 1000 0 1 0.327 0.0403343006016744
3 5000 1000 0 1 0.441000000000001 0.0262745759833683
0 5000 1000 0 2 2.872 0.0184302959736448
1 5000 1000 0 2 6.572 0.0184302959736449
2 5000 1000 0 2 0.414000000000001 0.0409418289708557
3 5000 1000 0 2 0.466000000000001 0.026965689884043
0 5000 1000 0 3 2.671 0.0194910745084236
1 5000 1000 0 3 5.771 0.0194705412543631
2 5000 1000 0 3 0.343000000000004 0.0418627304323859
3 5000 1000 0 3 0.431999999999995 0.0272446263823081
