method n p rho rep time mse
0 100 20000 0.2 1 0.766 0.0145017104423897
1 100 20000 0.2 1 2.005 0.0145017104423896
2 100 20000 0.2 1 0.807 0.0165848431885063
3 100 20000 0.2 1 0.837 0.0165883970250899
0 100 20000 0.2 2 0.791 0.015990926861823
1 100 20000 0.2 2 1.971 0.015990926861823
2 100 20000 0.2 2 0.856 0.0165857950010069
3 100 20000 0.2 2 0.856999999999999 0.016587539390036
0 100 20000 0.2 3 0.793000000000001 0.0161171229724849
1 100 20000 0.2 3 1.763 0.0161171229724848
2 100 20000 0.2 3 0.803000000000001 0.016590889440248
3 100 20000 0.2 3 0.843 0.0165863901187709
