method n p rho rep time mse
0 10000 1000 0 1 3.527 0.0137396578588968
1 10000 1000 0 1 10.183 0.0137396578588969
2 10000 1000 0 1 0.488 0.040137061735109
3 10000 1000 0 1 0.675000000000001 0.0242603895961858
0 10000 1000 0 2 2.884 0.0131217940602687
1 10000 1000 0 2 8.009 0.0131217940602687
2 10000 1000 0 2 0.491999999999997 0.0407830152833899
3 10000 1000 0 2 0.683 0.0246012425968073
0 10000 1000 0 3 3.084 0.0131386257123937
1 10000 1000 0 3 8.193 0.0131386257123936
2 10000 1000 0 3 0.488999999999997 0.0391217621870562
3 10000 1000 0 3 0.670999999999999 0.0244693932924023
