method n p rho rep time mse
0 5000 1000 0 1 4.429 0.0191206128979322
1 5000 1000 0 1 9.263 0.0191206176283954
2 5000 1000 0 1 0.413 0.042096793075321
3 5000 1000 0 1 0.634999999999998 0.0271453916100415
0 5000 1000 0 2 3.764 0.0190466200327811
1 5000 1000 0 2 9.978 0.0190466200327811
2 5000 1000 0 2 0.429000000000002 0.0418711735800801
3 5000 1000 0 2 0.592999999999996 0.0264918455042018
0 5000 1000 0 3 4.066 0.0192103818938671
1 5000 1000 0 3 10.259 0.0192103941526264
2 5000 1000 0 3 0.442999999999998 0.0424925578508474
3 5000 1000 0 3 0.612000000000002 0.0269551790216697
