method n p rho rep time mse
0 1e+05 1000 0.1 1 38.633 0.00483391710454569
1 1e+05 1000 0.1 1 147.72 0.00483391710454567
2 1e+05 1000 0.1 1 5.73100000000002 0.0248576626838941
3 1e+05 1000 0.1 1 8.173 0.0190289027505737
0 1e+05 1000 0.1 2 38.815 0.0050877254967137
1 1e+05 1000 0.1 2 149.059 0.00508772549671362
2 1e+05 1000 0.1 2 5.79100000000005 0.024909704735697
3 1e+05 1000 0.1 2 8.13499999999999 0.0191483687781634
0 1e+05 1000 0.1 3 38.312 0.00504206844108665
1 1e+05 1000 0.1 3 149.462 0.00504206844108666
2 1e+05 1000 0.1 3 5.77599999999995 0.0233462095848966
3 1e+05 1000 0.1 3 8.15099999999995 0.0177367392830781
