method n p rho rep time mse
0 1000 50000 0.9 1 7.427 0.0077727311987209
1 1000 50000 0.9 1 59.221 0.00777273119872091
2 1000 50000 0.9 1 3.15900000000001 0.0105036744897244
3 1000 50000 0.9 1 3.85299999999999 0.0104906834441962
0 1000 50000 0.9 2 7.529 0.00793891722653613
1 1000 50000 0.9 2 67.02 0.00793891722653613
2 1000 50000 0.9 2 3.14499999999998 0.0105261594449812
3 1000 50000 0.9 2 3.85000000000002 0.0104911388697066
0 1000 50000 0.9 3 7.47 0.00805296649279361
1 1000 50000 0.9 3 62.84 0.00805296649279361
2 1000 50000 0.9 3 3.155 0.0105045211149874
3 1000 50000 0.9 3 3.92499999999998 0.010491328540129
