method n p rho rep time mse
0 1000 20000 0.1 1 6.557 0.00679465971379192
1 1000 20000 0.1 1 48.782 0.0067946597137919
2 1000 20000 0.1 1 1.457 0.016338590376348
3 1000 20000 0.1 1 1.73 0.0163533413658255
0 1000 20000 0.1 2 3.71000000000001 0.00639906698091729
1 1000 20000 0.1 2 37.466 0.00639906698091725
2 1000 20000 0.1 2 1.557 0.0163347041695722
3 1000 20000 0.1 2 1.71600000000001 0.0163404140169541
0 1000 20000 0.1 3 3.60199999999999 0.00687851982351497
1 1000 20000 0.1 3 38.972 0.00687851982351495
2 1000 20000 0.1 3 1.5 0.0163368795605617
3 1000 20000 0.1 3 1.80599999999998 0.016349819779798
