method n p rho rep time mse
0 100 5000 0.2 1 0.499000000000001 0.031316677726867
1 100 5000 0.2 1 0.572 0.031316677726867
2 100 5000 0.2 1 0.362 0.0330207094079739
3 100 5000 0.2 1 0.247 0.0330185713776367
0 100 5000 0.2 2 0.187 0.0291864920689307
1 100 5000 0.2 2 0.499 0.029186492068931
2 100 5000 0.2 2 0.185 0.033018254544677
3 100 5000 0.2 2 0.249000000000001 0.0330189435562586
0 100 5000 0.2 3 0.196000000000002 0.0307039281211877
1 100 5000 0.2 3 0.471 0.0307039281211877
2 100 5000 0.2 3 0.191000000000001 0.0330059391912704
3 100 5000 0.2 3 0.247999999999999 0.0330123680680911
