method n p rho rep time mse
0 5000 1000 0.95 1 11.945 0.0270102425937538
1 5000 1000 0.95 1 7.084 0.027010242593755
2 5000 1000 0.95 1 0.344999999999999 6.10684113948592
3 5000 1000 0.95 1 0.470000000000002 0.0635641416789758
0 5000 1000 0.95 2 11.956 0.0270479718592895
1 5000 1000 0.95 2 7.095 0.0270479718592914
2 5000 1000 0.95 2 0.347999999999999 9.57530626472635
3 5000 1000 0.95 2 0.473000000000006 0.0636671540512497
0 5000 1000 0.95 3 12.378 0.0263822119020745
1 5000 1000 0.95 3 7.185 0.0263822119020744
2 5000 1000 0.95 3 0.346999999999994 6.3152715387762
3 5000 1000 0.95 3 0.472999999999999 0.0636674254437344
