method n p rho rep time mse
0 5000 5000 0.1 1 22.261 0.0196792842149876
1 5000 5000 0.1 1 114.692 0.0196290061360729
2 5000 5000 0.1 1 1.226 0.0253405247404233
3 5000 5000 0.1 1 1.54500000000002 0.0246501447241227
0 5000 5000 0.1 2 26.09 0.0199060388601328
1 5000 5000 0.1 2 120.528 0.019881219139084
2 5000 5000 0.1 2 1.16899999999998 0.0255084329558323
3 5000 5000 0.1 2 1.49099999999999 0.0246156794559781
0 5000 5000 0.1 3 23.867 0.0196403641912957
1 5000 5000 0.1 3 115.877 0.0196187517968675
2 5000 5000 0.1 3 1.20099999999996 0.0253789383592445
3 5000 5000 0.1 3 1.5 0.0247486151570411
