method n p rho rep time mse
0 100 20000 0.95 1 1.236 0.0162730559090787
1 100 20000 0.95 1 6.884 0.0162730559090786
2 100 20000 0.95 1 0.926 0.0166135967687435
3 100 20000 0.95 1 1.202 0.0166055038520186
0 100 20000 0.95 2 1.651 0.0165222567131595
1 100 20000 0.95 2 4.788 0.0165222567131595
2 100 20000 0.95 2 0.917000000000002 0.0166107985847286
3 100 20000 0.95 2 0.946999999999999 0.0166053810148416
0 100 20000 0.95 3 1.374 0.0166609998744269
1 100 20000 0.95 3 8.138 0.0166609998744268
2 100 20000 0.95 3 1.60599999999999 0.0166040678169509
3 100 20000 0.95 3 1.706 0.016605825313811
