method n p rho rep time mse
0 100 20000 0.9 1 0.768 0.0171149464737411
1 100 20000 0.9 1 3.899 0.0171149464737411
2 100 20000 0.9 1 0.698 0.0166019185968377
3 100 20000 0.9 1 0.712 0.0166037039884173
0 100 20000 0.9 2 0.807 0.01651311522835
1 100 20000 0.9 2 4.174 0.01651311522835
2 100 20000 0.9 2 0.732000000000003 0.0166020699730217
3 100 20000 0.9 2 0.770000000000003 0.0166037036725569
0 100 20000 0.9 3 0.915999999999997 0.0155100481375225
1 100 20000 0.9 3 4.085 0.0155100481375225
2 100 20000 0.9 3 0.732999999999997 0.0166030094457979
3 100 20000 0.9 3 0.766999999999999 0.0166040734561833
