method n p rho rep time mse
0 1e+05 100 0.1 1 2.719 0.0261401342923826
1 1e+05 100 0.1 1 0.81 0.0261401342923821
2 1e+05 100 0.1 1 1.094 0.0281865317753193
3 1e+05 100 0.1 1 1.699 0.0269337556618542
0 1e+05 100 0.1 2 2.716 0.0262422201111025
1 1e+05 100 0.1 2 0.789 0.026242220111102
2 1e+05 100 0.1 2 1.051 0.0296878494627482
3 1e+05 100 0.1 2 1.697 0.0281975308418662
0 1e+05 100 0.1 3 2.743 0.0246434433715404
1 1e+05 100 0.1 3 0.794 0.02464344337154
2 1e+05 100 0.1 3 1.066 0.0286031520263313
3 1e+05 100 0.1 3 1.697 0.0272569303247145
