method n p rho rep time mse
0 10000 100 0 1 0.569 0.0250578234562402
1 10000 100 0 1 0.13 0.0250578234562402
2 10000 100 0 1 0.172 0.0841968276706773
3 10000 100 0 1 0.283 0.065171087056188
0 10000 100 0 2 0.501 0.0269658829788042
1 10000 100 0 2 0.141999999999999 0.0269658829788044
2 10000 100 0 2 0.18 0.0713288473552387
3 10000 100 0 2 0.302 0.0563640282595851
0 10000 100 0 3 0.616 0.0247216947862969
1 10000 100 0 3 0.199 0.0247216947862967
2 10000 100 0 3 0.199999999999999 0.0731893313031722
3 10000 100 0 3 0.324999999999999 0.0575237027750239
