method n p rho rep time mse
0 5000 100 0 1 0.335 0.0253893834981919
1 5000 100 0 1 0.0899999999999999 0.0253893834981919
2 5000 100 0 1 0.0670000000000002 0.103850896924422
3 5000 100 0 1 0.177 0.072852804464605
0 5000 100 0 2 0.359999999999999 0.0235688087565899
1 5000 100 0 2 0.0880000000000001 0.0235688087565899
2 5000 100 0 2 0.0679999999999996 0.0929087702028635
3 5000 100 0 2 0.103000000000001 0.0651307611999211
0 5000 100 0 3 0.181 0.0254422315370845
1 5000 100 0 3 0.0449999999999999 0.0254422315370844
2 5000 100 0 3 0.0640000000000001 0.0952188146827374
3 5000 100 0 3 0.105 0.0662908797452928
