method n p rho rep time mse
0 1e+05 100 0.5 1 7.378 0.0297607754750315
1 1e+05 100 0.5 1 1.873 0.0297607754750326
2 1e+05 100 0.5 1 2.225 0.02535585113091
3 1e+05 100 0.5 1 4.016 0.0233379100842192
0 1e+05 100 0.5 2 9.18 0.0306362367391022
1 1e+05 100 0.5 2 2.158 0.0306362367391037
2 1e+05 100 0.5 2 1.842 0.0307295738866918
3 1e+05 100 0.5 2 3.073 0.0283969420873102
0 1e+05 100 0.5 3 7.334 0.0301488428615919
1 1e+05 100 0.5 3 2.344 0.0301488428615927
2 1e+05 100 0.5 3 1.994 0.0311874037070589
3 1e+05 100 0.5 3 3.241 0.0284895808111152
