method n p rho rep time mse
0 1e+05 1000 0.2 1 27.992 0.00487445803293414
1 1e+05 1000 0.2 1 96.486 0.00487445803293448
2 1e+05 1000 0.2 1 4.751 0.0248481947657325
3 1e+05 1000 0.2 1 6.518 0.0182730977362262
0 1e+05 1000 0.2 2 25.048 0.00509332132994291
1 1e+05 1000 0.2 2 93.965 0.00509332132994318
2 1e+05 1000 0.2 2 4.67199999999997 0.0241704796329043
3 1e+05 1000 0.2 2 6.45800000000003 0.0180479685752669
0 1e+05 1000 0.2 3 22.046 0.00532909217327428
1 1e+05 1000 0.2 3 91.277 0.00532909217327459
2 1e+05 1000 0.2 3 4.73500000000001 0.0246369022161497
3 1e+05 1000 0.2 3 6.52699999999999 0.0183488112723976
