method n p rho rep time mse
0 1000 1000 0 1 1.767 0.0546561338912032
1 1000 1000 0 1 2 0.0544814004191347
2 1000 1000 0 1 0.0920000000000005 0.0548382739026565
3 1000 1000 0 1 0.114000000000001 0.0527189683486224
0 1000 1000 0 2 1.703 0.0558504205963246
1 1000 1000 0 2 1.971 0.0558322966055822
2 1000 1000 0 2 0.0869999999999997 0.0567895283300987
3 1000 1000 0 2 0.113 0.053426212082457
0 1000 1000 0 3 1.867 0.0523523755912972
1 1000 1000 0 3 2.073 0.0523099850379617
2 1000 1000 0 3 0.0899999999999999 0.054969038017939
3 1000 1000 0 3 0.113 0.0533889918885908
